import time: self [us] | cumulative | imported package
import time:      1451 |       1451 |     streamlit.elements.lib.mutable_status_container
import time:      1297 |       1297 |     streamlit.elements.lib.dialog
import time:      1178 |       1178 |     streamlit.elements.lib.mutable_expander_container
import time:      1117 |       1117 |     streamlit.elements.lib.mutable_tab_container
import time:      1180 |       1180 |     streamlit.elements.lib.mutable_popover_container
import time:      1215 |       1215 |     streamlit.elements.lib.skeleton_placeholder
import time:      2195 |       2195 |     streamlit.elements.bottom
import time:      2258 |       2258 |     streamlit.elements.dialog_decorator
import time:      2506 |       2506 |         streamlit.connections.base_connection
import time:      1375 |       1375 |           streamlit.connections.util
import time:      4357 |       5731 |         streamlit.connections.snowflake_connection
import time:      2330 |       2330 |         streamlit.connections.sql_connection
import time:      2668 |      13234 |       streamlit.connections
import time:      2892 |      16126 |     streamlit.runtime.connection_factory
import time:      1956 |       1956 |       streamlit.runtime.context_util
import time:      3308 |       5263 |     streamlit.runtime.context
import time:      1405 |       1405 |     streamlit.column_config
import time:      1255 |       1255 |       streamlit.commands
import time:      2300 |       3554 |     streamlit.commands.echo
import time:      1506 |       1506 |     streamlit.commands.logo
import time:      1479 |       1479 |     streamlit.commands.navigation
import time:      1553 |       1553 |     streamlit.commands.page_config
import time:      1150 |       1150 |     streamlit.commands.execution_control
import time:      1184 |       1184 |             streamlit.web
import time:      2104 |       2104 |               streamlit.runtime.memory_media_file_storage
import time:      1041 |       1041 |               streamlit.web.cache_storage_manager_config
import time:      1865 |       5009 |             streamlit.web.server.server
import time:      1171 |       1171 |               streamlit.net_util
import time:      1416 |       2587 |             streamlit.web.server.server_util
import time:      1388 |      10167 |           streamlit.web.server
import time:       936 |        936 |               streamlit.web.server.starlette.starlette_server_config
import time:      1125 |       2060 |             streamlit.web.server.starlette.starlette_app_utils
import time:      1954 |       1954 |             streamlit.web.server.starlette.starlette_auth_routes
import time:      1360 |       1360 |                 starlette
import time:      1257 |       1257 |                 shlex
import time:      1117 |       1117 |                         anyio._core
import time:      1857 |       2973 |                       anyio._core._contextmanagers
import time:      1488 |       1488 |                         anyio._core._exceptions
import time:      1152 |       1152 |                           sniffio._version
import time:      1017 |       1017 |                           sniffio._impl
import time:      2451 |       4619 |                         sniffio
import time:      1195 |       7301 |                       anyio._core._eventloop
